Latitude (decimal degrees):	51.339
Longitude (decimal degrees):	-1.262
Elevation (m):	98
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 15 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050119:0810,0.0,0.0,0.0,3.47,4.34,0.0
20050119:0910,334.72,139.85,7.73,3.94,4.21,0.0
20050119:1010,972.58,362.34,13.29,5.15,3.66,0.0
20050119:1110,1305.82,484.96,16.93,6.34,3.72,0.0
20050119:1210,1116.35,413.78,18.31,7.59,4.9,0.0
20050119:1310,39.42,26.49,17.29,8.44,5.38,0.0
20050119:1410,87.1,46.35,13.97,9.07,5.52,0.0
20050119:1510,26.85,20.81,8.67,8.92,3.72,0.0
20050119:1610,28.9,21.76,1.79,8.57,3.66,0.0
20050119:1710,0.0,0.0,0.0,8.43,3.93,0.0
20050119:1810,0.0,0.0,0.0,8.67,4.76,0.0
20050119:1910,0.0,0.0,0.0,9.82,6.0,0.0
20050119:2010,0.0,0.0,0.0,10.36,6.21,0.0
20050119:2110,0.0,0.0,0.0,10.58,6.34,0.0
20050119:2210,0.0,0.0,0.0,10.75,6.41,0.0
20050119:2310,0.0,0.0,0.0,10.82,6.21,0.0
20050120:0010,0.0,0.0,0.0,10.36,6.28,0.0
20050120:0110,0.0,0.0,0.0,9.82,6.28,0.0
20050120:0210,0.0,0.0,0.0,9.39,6.21,0.0
20050120:0310,0.0,0.0,0.0,9.16,6.34,0.0
20050120:0410,0.0,0.0,0.0,9.11,6.28,0.0
20050120:0510,0.0,0.0,0.0,9.27,6.21,0.0
20050120:0610,0.0,0.0,0.0,10.18,7.03,0.0
20050120:0710,0.0,0.0,0.0,10.21,6.76,0.0
20050120:0810,0.0,0.0,0.0,10.22,6.97,0.0
20050120:0910,71.3,40.57,7.89,10.35,7.17,0.0
20050120:1010,56.45,34.06,13.47,10.63,7.52,0.0
20050120:1110,107.97,54.87,17.13,10.86,8.0,0.0
20050120:1210,282.59,119.56,18.52,11.07,8.55,0.0
20050120:1310,74.59,41.62,17.51,11.04,8.34,0.0
20050120:1410,24.54,19.87,14.2,11.14,8.62,0.0
20050120:1510,493.57,193.59,8.89,11.13,10.55,0.0
20050120:1610,18.85,17.03,2.01,10.7,9.72,0.0
20050120:1710,0.0,0.0,0.0,10.29,9.52,0.0
20050120:1810,0.0,0.0,0.0,10.28,9.45,0.0
20050120:1910,0.0,0.0,0.0,10.19,9.52,0.0
20050120:2010,0.0,0.0,0.0,10.23,9.45,0.0
20050120:2110,0.0,0.0,0.0,10.31,9.45,0.0
20050120:2210,0.0,0.0,0.0,10.62,9.17,0.0
20050120:2310,0.0,0.0,0.0,10.72,8.55,0.0
20050121:0010,0.0,0.0,0.0,10.42,8.0,0.0
20050121:0110,0.0,0.0,0.0,9.3,7.59,0.0
20050121:0210,0.0,0.0,0.0,7.98,6.9,0.0
20050121:0310,0.0,0.0,0.0,7.05,6.28,0.0
20050121:0410,0.0,0.0,0.0,6.24,5.59,0.0
20050121:0510,0.0,0.0,0.0,5.68,5.03,0.0
20050121:0610,0.0,0.0,0.0,5.16,4.69,0.0
20050121:0710,0.0,0.0,0.0,5.29,4.55,0.0
20050121:0810,0.0,0.0,0.0,4.95,4.41,0.0
20050121:0910,387.58,159.77,8.05,4.99,4.48,0.0
20050121:1010,331.1,134.4,13.65,5.56,3.93,0.0
20050121:1110,928.13,343.3,17.33,6.3,5.24,0.0
20050121:1210,1218.21,447.09,18.74,6.7,6.14,0.0
20050121:1310,838.88,311.5,17.74,6.72,5.86,0.0
20050121:1410,939.23,348.05,14.43,6.64,4.9,0.0
20050121:1510,141.5,66.61,9.12,6.64,4.41,0.0
20050121:1610,29.31,21.76,2.23,6.22,3.72,0.0
20050121:1710,0.0,0.0,0.0,5.34,3.24,0.0
20050121:1810,0.0,0.0,0.0,4.5,2.97,0.0
20050121:1910,0.0,0.0,0.0,5.12,2.97,0.0
20050121:2010,0.0,0.0,0.0,5.15,2.83,0.0
20050121:2110,0.0,0.0,0.0,5.01,2.69,0.0
20050121:2210,0.0,0.0,0.0,4.82,2.48,0.0
20050121:2310,0.0,0.0,0.0,4.53,2.07,0.0
20050122:0010,0.0,0.0,0.0,4.16,1.66,0.0
20050122:0110,0.0,0.0,0.0,3.59,1.66,0.0
20050122:0210,0.0,0.0,0.0,2.87,1.86,0.0
20050122:0310,0.0,0.0,0.0,2.4,1.86,0.0
20050122:0410,0.0,0.0,0.0,1.9,1.79,0.0
20050122:0510,0.0,0.0,0.0,1.29,1.72,0.0
20050122:0610,0.0,0.0,0.0,0.64,1.72,0.0
20050122:0710,0.0,0.0,0.0,1.29,1.52,0.0
20050122:0810,0.0,0.0,0.0,0.81,1.59,0.0
20050122:0910,146.3,68.41,8.22,0.99,1.38,0.0
20050122:1010,354.78,141.21,13.84,1.89,1.52,0.0
20050122:1110,385.02,152.32,17.54,2.87,1.24,0.0
20050122:1210,950.69,352.65,18.96,3.65,1.79,0.0
20050122:1310,1456.22,543.99,17.97,4.08,2.07,0.0
20050122:1410,309.31,126.4,14.66,4.47,2.07,0.0
20050122:1510,15.78,15.14,9.35,4.32,2.0,0.0
20050122:1610,52.67,31.92,2.46,3.85,2.0,0.0
20050122:1710,0.0,0.0,0.0,3.19,2.83,0.0
20050122:1810,0.0,0.0,0.0,2.75,3.72,0.0
20050122:1910,0.0,0.0,0.0,1.6,3.93,0.0
20050122:2010,0.0,0.0,0.0,1.35,4.28,0.0
20050122:2110,0.0,0.0,0.0,1.29,4.55,0.0
20050122:2210,0.0,0.0,0.0,1.31,5.45,0.0
20050122:2310,0.0,0.0,0.0,1.39,5.24,0.0
20050123:0010,0.0,0.0,0.0,1.5,5.03,0.0
20050123:0110,0.0,0.0,0.0,1.39,4.9,0.0
20050123:0210,0.0,0.0,0.0,1.22,4.9,0.0
20050123:0310,0.0,0.0,0.0,1.19,5.17,0.0
20050123:0410,0.0,0.0,0.0,0.86,5.1,0.0
20050123:0510,0.0,0.0,0.0,0.48,4.97,0.0
20050123:0610,0.0,0.0,0.0,0.08,4.69,0.0
20050123:0710,0.0,0.0,0.0,0.2,4.48,0.0
20050123:0810,0.0,0.0,0.0,-0.03,4.21,0.0
20050123:0910,397.41,159.88,8.4,0.24,4.14,0.0
20050123:1010,981.92,359.37,14.04,1.3,3.52,0.0
20050123:1110,1534.05,560.62,17.76,2.43,4.07,0.0
20050123:1210,1867.14,691.94,19.2,3.3,4.28,0.0
20050123:1310,1960.0,731.52,18.21,3.88,4.34,0.0
20050123:1410,1833.09,680.15,14.9,4.11,4.69,0.0
20050123:1510,1003.14,368.78,9.59,3.77,4.34,0.0
20050123:1610,619.68,238.27,2.69,3.02,4.48,0.0
20050123:1710,0.0,0.0,0.0,2.07,4.55,0.0
20050123:1810,0.0,0.0,0.0,1.6,4.41,0.0
20050123:1910,0.0,0.0,0.0,1.47,4.9,0.0
20050123:2010,0.0,0.0,0.0,1.3,4.62,0.0
20050123:2110,0.0,0.0,0.0,1.03,4.55,0.0
20050123:2210,0.0,0.0,0.0,0.82,4.62,0.0
20050123:2310,0.0,0.0,0.0,0.67,4.69,0.0
20050124:0010,0.0,0.0,0.0,0.58,4.76,0.0
20050124:0110,0.0,0.0,0.0,0.49,4.97,0.0
20050124:0210,0.0,0.0,0.0,0.34,5.1,0.0
20050124:0310,0.0,0.0,0.0,0.15,5.31,0.0
20050124:0410,0.0,0.0,0.0,-0.01,5.52,0.0
20050124:0510,0.0,0.0,0.0,-0.14,5.66,0.0
20050124:0610,0.0,0.0,0.0,-0.21,5.52,0.0
20050124:0710,0.0,0.0,0.0,0.16,5.79,0.0
20050124:0810,0.0,0.0,0.0,0.04,5.79,0.0
20050124:0910,265.18,111.6,8.58,0.4,5.79,0.0
20050124:1010,1019.39,370.33,14.24,1.27,5.03,0.0
20050124:1110,1284.61,462.43,17.98,2.28,6.07,0.0
20050124:1210,461.31,177.28,19.43,3.21,7.1,0.0
20050124:1310,1795.1,650.46,18.45,3.73,7.59,0.0
20050124:1410,916.96,333.7,15.15,3.8,7.03,0.0
20050124:1510,285.38,116.85,9.83,3.5,5.17,0.0
20050124:1610,454.11,178.61,2.92,3.0,5.38,0.0
20050124:1710,0.0,0.0,0.0,2.25,5.03,0.0
20050124:1810,0.0,0.0,0.0,1.74,4.9,0.0
20050124:1910,0.0,0.0,0.0,1.25,4.69,0.0
20050124:2010,0.0,0.0,0.0,1.01,4.55,0.0
20050124:2110,0.0,0.0,0.0,0.86,4.41,0.0
20050124:2210,0.0,0.0,0.0,0.69,4.28,0.0
20050124:2310,0.0,0.0,0.0,0.45,4.21,0.0
20050125:0010,0.0,0.0,0.0,0.39,4.21,0.0
20050125:0110,0.0,0.0,0.0,0.5,4.34,0.0
20050125:0210,0.0,0.0,0.0,0.38,4.41,0.0
20050125:0310,0.0,0.0,0.0,0.32,4.48,0.0
20050125:0410,0.0,0.0,0.0,0.4,4.55,0.0
20050125:0510,0.0,0.0,0.0,0.25,4.41,0.0
20050125:0610,0.0,0.0,0.0,0.22,4.41,0.0
20050125:0710,0.0,0.0,0.0,0.94,4.48,0.0
20050125:0810,0.0,0.0,0.0,1.11,4.48,0.0
20050125:0910,10.59,12.3,8.77,1.57,3.72,0.0
20050125:1010,150.3,68.73,14.45,2.15,5.59,0.0
20050125:1110,371.23,146.39,18.21,2.76,5.66,0.0
20050125:1210,122.14,58.65,19.67,3.19,5.24,0.0
20050125:1310,405.63,158.76,18.7,3.49,5.59,0.0
20050125:1410,170.66,76.62,15.4,3.66,5.1,0.0
20050125:1510,40.48,26.49,10.08,3.54,4.83,0.0
20050125:1610,87.14,45.6,3.16,2.95,4.28,0.0
20050125:1710,0.0,0.0,0.0,1.91,4.07,0.0
20050125:1810,0.0,0.0,0.0,1.53,4.14,0.0
20050125:1910,0.0,0.0,0.0,1.99,3.72,0.0
20050125:2010,0.0,0.0,0.0,1.74,3.59,0.0
20050125:2110,0.0,0.0,0.0,1.62,3.45,0.0
20050125:2210,0.0,0.0,0.0,1.4,3.52,0.0
20050125:2310,0.0,0.0,0.0,0.76,3.79,0.0
20050126:0010,0.0,0.0,0.0,0.39,4.0,0.0
20050126:0110,0.0,0.0,0.0,-0.06,3.93,0.0
20050126:0210,0.0,0.0,0.0,-0.41,4.0,0.0
20050126:0310,0.0,0.0,0.0,-0.79,3.93,0.0
20050126:0410,0.0,0.0,0.0,-1.06,4.07,0.0
20050126:0510,0.0,0.0,0.0,-1.22,4.14,0.0
20050126:0610,0.0,0.0,0.0,-1.31,4.0,0.0
20050126:0710,0.0,0.0,0.0,-1.76,3.45,0.0
20050126:0810,0.0,0.0,0.0,-2.0,3.45,0.0
20050126:0910,247.97,104.57,8.97,-1.48,3.38,0.0
20050126:1010,1155.74,420.56,14.67,-0.27,2.97,0.0
20050126:1110,1619.84,593.29,18.44,0.98,3.24,0.0
20050126:1210,1798.66,664.1,19.92,1.94,3.59,0.0
20050126:1310,1736.0,639.45,18.96,2.6,4.0,0.0
20050126:1410,1254.21,457.29,15.65,2.79,3.93,0.0
20050126:1510,1319.26,483.1,10.33,2.8,4.21,0.0
20050126:1610,63.2,35.93,3.4,2.33,2.9,0.0
20050126:1710,0.0,0.0,0.0,1.77,2.69,0.0
20050126:1810,0.0,0.0,0.0,1.14,2.48,0.0
20050126:1910,0.0,0.0,0.0,0.97,2.41,0.0
20050126:2010,0.0,0.0,0.0,0.89,2.34,0.0
20050126:2110,0.0,0.0,0.0,1.07,2.48,0.0
20050126:2210,0.0,0.0,0.0,1.19,2.83,0.0
20050126:2310,0.0,0.0,0.0,2.0,3.52,0.0
20050127:0010,0.0,0.0,0.0,2.88,4.28,0.0
20050127:0110,0.0,0.0,0.0,3.26,4.69,0.0
20050127:0210,0.0,0.0,0.0,3.24,4.83,0.0
20050127:0310,0.0,0.0,0.0,3.12,4.9,0.0
20050127:0410,0.0,0.0,0.0,3.21,4.97,0.0
20050127:0510,0.0,0.0,0.0,3.25,4.97,0.0
20050127:0610,0.0,0.0,0.0,3.25,4.97,0.0
20050127:0710,0.0,0.0,0.0,3.48,4.83,0.0
20050127:0810,0.0,0.0,0.0,3.55,4.83,0.0
20050127:0910,36.06,24.6,9.17,3.88,4.97,0.0
20050127:1010,19.58,17.03,14.89,4.27,4.14,0.0
20050127:1110,40.22,26.49,18.68,4.74,5.45,0.0
20050127:1210,65.02,36.89,20.18,5.14,5.59,0.0
20050127:1310,58.02,34.06,19.22,5.3,5.03,0.0
20050127:1410,44.38,28.38,15.91,5.61,4.28,0.0
20050127:1510,23.33,18.92,10.58,5.73,4.97,0.0
20050127:1610,56.19,33.45,3.65,5.66,5.59,0.0
20050127:1710,0.0,0.0,0.0,5.35,5.1,0.0
20050127:1810,0.0,0.0,0.0,4.87,4.83,0.0
20050127:1910,0.0,0.0,0.0,4.72,4.55,0.0
20050127:2010,0.0,0.0,0.0,4.95,5.1,0.0
20050127:2110,0.0,0.0,0.0,4.84,5.66,0.0
20050127:2210,0.0,0.0,0.0,4.39,5.31,0.0
20050127:2310,0.0,0.0,0.0,3.99,4.97,0.0
20050128:0010,0.0,0.0,0.0,3.91,4.83,0.0
20050128:0110,0.0,0.0,0.0,3.99,5.03,0.0
20050128:0210,0.0,0.0,0.0,4.07,5.03,0.0
20050128:0310,0.0,0.0,0.0,4.04,4.76,0.0
20050128:0410,0.0,0.0,0.0,3.97,4.76,0.0
20050128:0510,0.0,0.0,0.0,4.04,5.1,0.0
20050128:0610,0.0,0.0,0.0,4.11,5.59,0.0
20050128:0710,0.0,0.0,0.0,4.35,6.34,0.0
20050128:0810,0.0,0.0,0.0,4.52,6.41,0.0
20050128:0910,97.18,49.79,9.38,4.81,6.41,0.0
20050128:1010,190.02,83.99,15.12,5.21,6.28,0.0
20050128:1110,397.44,157.26,18.93,5.52,5.45,0.0
20050128:1210,83.71,44.46,20.44,5.84,5.52,0.0
20050128:1310,42.18,27.43,19.49,5.87,6.69,0.0
20050128:1410,83.81,44.46,16.18,5.77,6.9,0.0
20050128:1510,35.71,24.6,10.84,5.75,6.28,0.0
20050128:1610,959.33,362.31,3.9,5.64,6.28,0.0
20050128:1710,0.0,0.0,0.0,5.58,6.21,0.0
20050128:1810,0.0,0.0,0.0,5.41,6.14,0.0
20050128:1910,0.0,0.0,0.0,5.6,6.0,0.0
20050128:2010,0.0,0.0,0.0,5.52,6.0,0.0
20050128:2110,0.0,0.0,0.0,5.32,5.79,0.0
20050128:2210,0.0,0.0,0.0,5.15,5.52,0.0
20050128:2310,0.0,0.0,0.0,4.98,5.17,0.0
20050129:0010,0.0,0.0,0.0,4.83,4.9,0.0
20050129:0110,0.0,0.0,0.0,4.8,4.55,0.0
20050129:0210,0.0,0.0,0.0,4.7,4.34,0.0
20050129:0310,0.0,0.0,0.0,4.69,4.28,0.0
20050129:0410,0.0,0.0,0.0,4.64,4.14,0.0
20050129:0510,0.0,0.0,0.0,4.62,4.0,0.0
20050129:0610,0.0,0.0,0.0,4.63,4.07,0.0
20050129:0710,0.0,0.0,0.0,4.58,4.28,0.0
20050129:0810,0.0,0.0,0.0,4.62,4.0,0.0
20050129:0910,55.87,33.11,9.59,4.72,4.0,0.0
20050129:1010,131.07,62.43,15.35,4.97,4.28,0.0
20050129:1110,60.26,35.0,19.18,5.46,4.69,0.0
20050129:1210,138.08,65.27,20.7,5.99,5.31,0.0
20050129:1310,330.62,134.59,19.76,6.06,4.76,0.0
20050129:1410,95.65,49.19,16.44,6.25,5.45,0.0
20050129:1510,33.44,23.65,11.1,6.43,4.62,0.0
20050129:1610,27.26,20.81,4.15,6.11,3.45,0.0
20050129:1710,0.0,0.0,0.0,5.55,3.17,0.0
20050129:1810,0.0,0.0,0.0,5.0,3.03,0.0
20050129:1910,0.0,0.0,0.0,5.56,3.03,0.0
20050129:2010,0.0,0.0,0.0,5.64,2.97,0.0
20050129:2110,0.0,0.0,0.0,5.63,2.9,0.0
20050129:2210,0.0,0.0,0.0,5.37,2.76,0.0
20050129:2310,0.0,0.0,0.0,4.93,2.41,0.0
20050130:0010,0.0,0.0,0.0,4.44,2.21,0.0
20050130:0110,0.0,0.0,0.0,4.07,2.14,0.0
20050130:0210,0.0,0.0,0.0,3.93,2.14,0.0
20050130:0310,0.0,0.0,0.0,3.71,2.28,0.0
20050130:0410,0.0,0.0,0.0,3.36,2.48,0.0
20050130:0510,0.0,0.0,0.0,3.42,2.48,0.0
20050130:0610,0.0,0.0,0.0,3.42,2.48,0.0
20050130:0710,0.0,0.0,0.0,3.62,2.62,0.0
20050130:0810,0.0,0.0,0.0,4.09,2.55,0.0
20050130:0910,49.09,30.27,9.81,4.44,2.48,0.0
20050130:1010,42.24,27.43,15.59,5.39,3.38,0.0
20050130:1110,78.72,42.57,19.44,6.24,4.55,0.0
20050130:1210,120.0,58.65,20.97,6.67,4.69,0.0
20050130:1310,756.26,284.11,20.03,6.9,4.55,0.0
20050130:1410,68.96,38.79,16.72,7.09,4.34,0.0
20050130:1510,21.18,17.97,11.36,7.08,4.0,0.0
20050130:1610,25.12,19.87,4.4,6.95,3.79,0.0
20050130:1710,0.0,0.0,0.0,6.71,3.93,0.0
20050130:1810,0.0,0.0,0.0,6.38,4.21,0.0
20050130:1910,0.0,0.0,0.0,6.83,4.07,0.0
20050130:2010,0.0,0.0,0.0,6.49,4.28,0.0
20050130:2110,0.0,0.0,0.0,6.11,4.28,0.0
20050130:2210,0.0,0.0,0.0,5.91,4.28,0.0
20050130:2310,0.0,0.0,0.0,5.75,4.21,0.0
20050131:0010,0.0,0.0,0.0,5.7,4.0,0.0
20050131:0110,0.0,0.0,0.0,5.77,3.86,0.0
20050131:0210,0.0,0.0,0.0,5.82,3.79,0.0
20050131:0310,0.0,0.0,0.0,5.81,3.79,0.0
20050131:0410,0.0,0.0,0.0,5.95,3.79,0.0
20050131:0510,0.0,0.0,0.0,6.09,3.72,0.0
20050131:0610,0.0,0.0,0.0,6.24,3.79,0.0
20050131:0710,0.0,0.0,0.0,6.01,4.07,0.0
20050131:0810,0.0,0.0,0.0,6.07,4.14,0.0
20050131:0910,91.23,47.69,10.04,6.39,4.0,0.0
20050131:1010,71.39,39.73,15.84,6.76,3.17,0.0
20050131:1110,61.95,35.95,19.7,7.21,3.45,0.0
20050131:1210,114.37,56.76,21.25,7.83,4.69,0.0
20050131:1310,82.66,44.46,20.31,8.22,4.41,0.0
20050131:1410,75.42,41.62,16.99,8.61,4.83,0.0
20050131:1510,39.3,26.49,11.63,8.91,5.45,0.0
20050131:1610,2.5,7.57,4.66,8.86,5.1,0.0
20050131:1710,0.0,0.0,0.0,8.64,5.1,0.0
20050131:1810,0.0,0.0,0.0,8.52,5.45,0.0
20050131:1910,0.0,0.0,0.0,8.26,5.24,0.0
20050131:2010,0.0,0.0,0.0,8.3,5.31,0.0
20050131:2110,0.0,0.0,0.0,8.33,5.1,0.0
20050131:2210,0.0,0.0,0.0,8.31,4.9,0.0
20050131:2310,0.0,0.0,0.0,8.31,4.69,0.0
20050201:0010,0.0,0.0,0.0,8.28,4.62,0.0
20050201:0110,0.0,0.0,0.0,8.15,4.55,0.0
20050201:0210,0.0,0.0,0.0,8.13,4.55,0.0
20050201:0310,0.0,0.0,0.0,8.19,4.48,0.0
20050201:0410,0.0,0.0,0.0,7.85,4.28,0.0
20050201:0510,0.0,0.0,0.0,7.9,4.28,0.0
20050201:0610,0.0,0.0,0.0,7.87,3.86,0.0
20050201:0710,0.0,0.0,0.0,7.72,3.79,0.0
20050201:0810,0.0,0.0,0.0,7.52,3.52,0.0
20050201:0910,50.59,31.22,10.27,7.29,3.38,0.0
20050201:1010,48.38,30.27,16.09,7.19,2.83,0.0
20050201:1110,131.94,63.38,19.97,7.22,2.69,0.0
20050201:1210,377.57,152.36,21.53,7.56,3.38,0.0
20050201:1310,151.68,70.95,20.6,7.8,3.1,0.0
20050201:1410,104.32,52.97,17.27,8.12,3.38,0.0
20050201:1510,35.14,24.6,11.9,8.46,3.38,0.0
20050201:1610,97.66,50.59,4.92,8.68,3.38,0.0
20050201:1710,0.0,0.0,0.0,8.64,3.45,0.0
20050201:1810,0.0,0.0,0.0,8.46,3.59,0.0
20050201:1910,0.0,0.0,0.0,8.12,3.52,0.0
20050201:2010,0.0,0.0,0.0,8.09,3.52,0.0
20050201:2110,0.0,0.0,0.0,7.83,3.31,0.0
20050201:2210,0.0,0.0,0.0,7.71,3.31,0.0
20050201:2310,0.0,0.0,0.0,7.53,3.52,0.0
20050202:0010,0.0,0.0,0.0,7.34,3.79,0.0
20050202:0110,0.0,0.0,0.0,6.95,4.0,0.0
20050202:0210,0.0,0.0,0.0,6.3,4.0,0.0
20050202:0310,0.0,0.0,0.0,5.28,3.72,0.0
20050202:0410,0.0,0.0,0.0,4.54,3.66,0.0
20050202:0510,0.0,0.0,0.0,4.18,3.66,0.0
20050202:0610,0.0,0.0,0.0,4.13,3.66,0.0
20050202:0710,0.0,0.0,0.0,4.3,3.31,0.0
20050202:0810,0.0,0.0,0.0,4.42,3.1,0.0
20050202:0910,98.85,50.35,10.51,4.78,3.24,0.0
20050202:1010,743.9,279.13,16.35,5.52,4.34,0.0
20050202:1110,837.95,312.6,20.25,6.04,4.0,0.0
20050202:1210,478.11,186.7,21.82,6.42,4.07,0.0
20050202:1310,46.3,29.33,20.89,6.75,4.07,0.0
20050202:1410,46.27,29.33,17.56,6.9,3.72,0.0
20050202:1510,68.96,38.79,12.17,7.09,3.93,0.0
20050202:1610,33.34,23.65,5.18,6.76,2.83,0.0
20050202:1710,0.0,0.0,0.0,6.36,2.48,0.0
20050202:1810,0.0,0.0,0.0,5.9,2.28,0.0
20050202:1910,0.0,0.0,0.0,5.42,2.34,0.0
20050202:2010,0.0,0.0,0.0,5.19,2.83,0.0
20050202:2110,0.0,0.0,0.0,4.84,3.1,0.0
20050202:2210,0.0,0.0,0.0,4.58,3.1,0.0
20050202:2310,0.0,0.0,0.0,4.05,2.9,0.0
20050203:0010,0.0,0.0,0.0,3.77,2.55,0.0
20050203:0110,0.0,0.0,0.0,3.58,2.28,0.0
20050203:0210,0.0,0.0,0.0,3.73,2.0,0.0
20050203:0310,0.0,0.0,0.0,3.95,2.0,0.0
20050203:0410,0.0,0.0,0.0,4.46,2.07,0.0
20050203:0510,0.0,0.0,0.0,4.97,2.07,0.0
20050203:0610,0.0,0.0,0.0,5.4,2.07,0.0
20050203:0710,0.0,0.0,0.0,5.23,1.86,0.0
20050203:0810,0.0,0.0,0.0,5.71,1.86,0.0
20050203:0910,208.48,92.56,10.75,6.33,2.0,0.0
20050203:1010,75.97,41.62,16.61,6.89,1.93,0.0
20050203:1110,109.41,54.87,20.53,7.62,2.62,0.0
20050203:1210,82.53,44.46,22.11,8.31,2.41,0.0
20050203:1310,89.47,47.3,21.18,8.64,2.07,0.0
20050203:1410,89.31,47.3,17.85,8.97,1.86,0.0
20050203:1510,54.56,33.11,12.45,8.86,1.1,0.0
20050203:1610,43.55,28.38,5.45,8.8,1.03,0.0
20050203:1710,0.0,0.0,0.0,8.21,1.45,0.0
20050203:1810,0.0,0.0,0.0,7.38,1.59,0.0
20050203:1910,0.0,0.0,0.0,7.58,1.31,0.0
20050203:2010,0.0,0.0,0.0,7.4,1.38,0.0
20050203:2110,0.0,0.0,0.0,7.26,1.38,0.0
20050203:2210,0.0,0.0,0.0,7.17,1.45,0.0
20050203:2310,0.0,0.0,0.0,6.97,1.52,0.0
20050204:0010,0.0,0.0,0.0,6.58,1.59,0.0
20050204:0110,0.0,0.0,0.0,5.9,1.79,0.0
20050204:0210,0.0,0.0,0.0,6.17,1.66,0.0
20050204:0310,0.0,0.0,0.0,6.26,1.66,0.0
20050204:0410,0.0,0.0,0.0,6.06,1.59,0.0
20050204:0510,0.0,0.0,0.0,5.61,1.45,0.0
20050204:0610,0.0,0.0,0.0,5.16,1.31,0.0
20050204:0710,0.0,0.0,0.0,6.22,0.14,0.0
20050204:0810,0.0,0.0,0.0,5.41,0.9,0.0
20050204:0910,55.36,33.11,11.0,6.05,0.83,0.0
20050204:1010,46.18,29.33,16.88,7.07,1.1,0.0
20050204:1110,82.75,44.46,20.81,7.58,1.38,0.0
20050204:1210,82.56,44.46,22.4,8.12,1.66,0.0
20050204:1310,89.5,47.3,21.48,8.56,2.07,0.0
20050204:1410,87.04,46.35,18.14,8.88,2.9,0.0
20050204:1510,26.88,20.81,12.73,8.64,3.24,0.0
20050204:1610,106.62,53.95,5.71,8.14,2.62,0.0
20050204:1710,0.0,0.0,0.0,7.28,2.55,0.0
20050204:1810,0.0,0.0,0.0,6.03,2.62,0.0
20050204:1910,0.0,0.0,0.0,5.23,2.62,0.0
20050204:2010,0.0,0.0,0.0,4.75,2.69,0.0
20050204:2110,0.0,0.0,0.0,4.57,2.76,0.0
20050204:2210,0.0,0.0,0.0,4.36,2.83,0.0
20050204:2310,0.0,0.0,0.0,4.46,2.97,0.0
20050205:0010,0.0,0.0,0.0,4.41,0.0,0.0
20050205:0110,0.0,0.0,0.0,4.04,0.0,0.0
20050205:0210,0.0,0.0,0.0,4.03,2.9,0.0
20050205:0310,0.0,0.0,0.0,4.0,2.83,0.0
20050205:0410,0.0,0.0,0.0,3.87,2.76,0.0
20050205:0510,0.0,0.0,0.0,3.63,2.62,0.0
20050205:0610,0.0,0.0,0.0,3.64,2.62,0.0
20050205:0710,0.0,0.0,0.0,3.87,2.83,0.0
20050205:0810,0.0,0.0,0.0,3.77,2.83,0.0
20050205:0910,150.66,70.08,11.25,4.53,2.55,0.0
20050205:1010,123.07,59.6,17.15,5.62,3.86,0.0
20050205:1110,204.32,89.87,21.1,6.37,3.72,0.0
20050205:1210,105.02,52.97,22.71,6.85,3.79,0.0
20050205:1310,64.38,36.89,21.78,6.8,3.45,0.0
20050205:1410,88.03,46.35,18.43,6.8,3.72,0.0
20050205:1510,574.08,220.23,13.01,6.5,3.24,0.0
20050205:1610,57.7,34.06,5.98,6.16,2.83,0.0
20050205:1710,0.0,0.0,0.0,5.82,2.9,0.0
20050205:1810,0.0,0.0,0.0,5.56,3.1,0.0
20050205:1910,0.0,0.0,0.0,4.93,2.97,0.0
20050205:2010,0.0,0.0,0.0,4.88,3.17,0.0
20050205:2110,0.0,0.0,0.0,4.86,3.38,0.0
20050205:2210,0.0,0.0,0.0,4.82,3.45,0.0
20050205:2310,0.0,0.0,0.0,4.79,3.38,0.0
20050206:0010,0.0,0.0,0.0,4.78,3.03,0.0
20050206:0110,0.0,0.0,0.0,4.83,2.83,0.0
20050206:0210,0.0,0.0,0.0,4.86,2.69,0.0
20050206:0310,0.0,0.0,0.0,4.9,2.62,0.0
20050206:0410,0.0,0.0,0.0,4.61,2.62,0.0
20050206:0510,0.0,0.0,0.0,4.47,2.55,0.0
20050206:0610,0.0,0.0,0.0,4.2,2.34,0.0
20050206:0710,0.0,0.0,0.0,4.18,2.07,0.0
20050206:0810,0.0,0.95,4.11,3.88,2.07,0.0
20050206:0910,7.07,10.41,11.51,4.61,1.86,0.0
20050206:1010,81.18,43.52,17.43,5.79,2.07,0.0
20050206:1110,498.5,194.48,21.4,6.86,3.24,0.0
20050206:1210,177.25,80.41,23.01,7.65,3.24,0.0
20050206:1310,292.99,122.56,22.09,7.82,3.38,0.0
20050206:1410,169.38,77.57,18.73,8.0,3.59,0.0
20050206:1510,1170.88,439.85,13.3,7.85,3.31,0.0
20050206:1610,608.99,237.27,6.26,7.3,2.34,0.0
20050206:1710,0.0,0.0,0.0,6.1,2.28,0.0
20050206:1810,0.0,0.0,0.0,4.67,2.48,0.0
20050206:1910,0.0,0.0,0.0,3.92,2.55,0.0
20050206:2010,0.0,0.0,0.0,3.38,2.62,0.0
